ID_Cromo,Seleccion,Confederacion,Nombre_Jugador,Posicion
SUI_09,Suiza,UEFA,Jugador 8,Jugador
SUI_10,Suiza,UEFA,Jugador 9,Jugador
SUI_11,Suiza,UEFA,Jugador 10,Jugador
SUI_12,Suiza,UEFA,Jugador 11,Jugador
SUI_13,Suiza,UEFA,Jugador 12,Jugador
SUI_14,Suiza,UEFA,Jugador 13,Jugador
SUI_15,Suiza,UEFA,Jugador 14,Jugador
SUI_16,Suiza,UEFA,Jugador 15,Jugador
SUI_17,Suiza,UEFA,Jugador 16,Jugador
SUI_18,Suiza,UEFA,Jugador 17,Jugador
SUI_19,Suiza,UEFA,Jugador 18,Jugador
SUI_20,Suiza,UEFA,Foto de Equipo,Especial
DEN_01,Dinamarca,UEFA,Escudo Selección,Especial
DEN_02,Dinamarca,UEFA,Jugador 1,Jugador
DEN_03,Dinamarca,UEFA,Jugador 2,Jugador
DEN_04,Dinamarca,UEFA,Jugador 3,Jugador
DEN_05,Dinamarca,UEFA,Jugador 4,Jugador
DEN_06,Dinamarca,UEFA,Jugador 5,Jugador
DEN_07,Dinamarca,UEFA,Jugador 6,Jugador
DEN_08,Dinamarca,UEFA,Jugador 7,Jugador
DEN_09,Dinamarca,UEFA,Jugador 8,Jugador
DEN_10,Dinamarca,UEFA,Jugador 9,Jugador
DEN_11,Dinamarca,UEFA,Jugador 10,Jugador
DEN_12,Dinamarca,UEFA,Jugador 11,Jugador
DEN_13,Dinamarca,UEFA,Jugador 12,Jugador
DEN_14,Dinamarca,UEFA,Jugador 13,Jugador
DEN_15,Dinamarca,UEFA,Jugador 14,Jugador
DEN_16,Dinamarca,UEFA,Jugador 15,Jugador
DEN_17,Dinamarca,UEFA,Jugador 16,Jugador
DEN_18,Dinamarca,UEFA,Jugador 17,Jugador
DEN_19,Dinamarca,UEFA,Jugador 18,Jugador
DEN_20,Dinamarca,UEFA,Foto de Equipo,Especial
TUR_01,Turquía,UEFA,Escudo Selección,Especial
TUR_02,Turquía,UEFA,Jugador 1,Jugador
TUR_03,Turquía,UEFA,Jugador 2,Jugador
TUR_04,Turquía,UEFA,Jugador 3,Jugador
TUR_05,Turquía,UEFA,Jugador 4,Jugador
TUR_06,Turquía,UEFA,Jugador 5,Jugador
TUR_07,Turquía,UEFA,Jugador 6,Jugador
TUR_08,Turquía,UEFA,Jugador 7,Jugador
TUR_09,Turquía,UEFA,Jugador 8,Jugador
TUR_10,Turquía,UEFA,Jugador 9,Jugador
TUR_11,Turquía,UEFA,Jugador 10,Jugador
TUR_12,Turquía,UEFA,Jugador 11,Jugador
TUR_13,Turquía,UEFA,Jugador 12,Jugador
TUR_14,Turquía,UEFA,Jugador 13,Jugador
TUR_15,Turquía,UEFA,Jugador 14,Jugador
TUR_16,Turquía,UEFA,Jugador 15,Jugador
TUR_17,Turquía,UEFA,Jugador 16,Jugador
TUR_18,Turquía,UEFA,Jugador 17,Jugador
TUR_19,Turquía,UEFA,Jugador 18,Jugador
TUR_20,Turquía,UEFA,Foto de Equipo,Especial
AUT_01,Austria,UEFA,Escudo Selección,Especial
AUT_02,Austria,UEFA,Jugador 1,Jugador
AUT_03,Austria,UEFA,Jugador 2,Jugador
AUT_04,Austria,UEFA,Jugador 3,Jugador
AUT_05,Austria,UEFA,Jugador 4,Jugador
AUT_06,Austria,UEFA,Jugador 5,Jugador
AUT_07,Austria,UEFA,Jugador 6,Jugador
AUT_08,Austria,UEFA,Jugador 7,Jugador
AUT_09,Austria,UEFA,Jugador 8,Jugador
AUT_10,Austria,UEFA,Jugador 9,Jugador
AUT_11,Austria,UEFA,Jugador 10,Jugador
AUT_12,Austria,UEFA,Jugador 11,Jugador
AUT_13,Austria,UEFA,Jugador 12,Jugador
AUT_14,Austria,UEFA,Jugador 13,Jugador
AUT_15,Austria,UEFA,Jugador 14,Jugador
AUT_16,Austria,UEFA,Jugador 15,Jugador
AUT_17,Austria,UEFA,Jugador 16,Jugador
AUT_18,Austria,UEFA,Jugador 17,Jugador
AUT_19,Austria,UEFA,Jugador 18,Jugador
AUT_20,Austria,UEFA,Foto de Equipo,Especial
SCO_01,Escocia,UEFA,Escudo Selección,Especial
SCO_02,Escocia,UEFA,Jugador 1,Jugador
SCO_03,Escocia,UEFA,Jugador 2,Jugador
SCO_04,Escocia,UEFA,Jugador 3,Jugador
SCO_05,Escocia,UEFA,Jugador 4,Jugador
SCO_06,Escocia,UEFA,Jugador 5,Jugador
SCO_07,Escocia,UEFA,Jugador 6,Jugador
SCO_08,Escocia,UEFA,Jugador 7,Jugador
SCO_09,Escocia,UEFA,Jugador 8,Jugador
SCO_10,Escocia,UEFA,Jugador 9,Jugador
SCO_11,Escocia,UEFA,Jugador 10,Jugador
SCO_12,Escocia,UEFA,Jugador 11,Jugador
SCO_13,Escocia,UEFA,Jugador 12,Jugador
SCO_14,Escocia,UEFA,Jugador 13,Jugador
SCO_15,Escocia,UEFA,Jugador 14,Jugador
SCO_16,Escocia,UEFA,Jugador 15,Jugador
SCO_17,Escocia,UEFA,Jugador 16,Jugador
SCO_18,Escocia,UEFA,Jugador 17,Jugador
SCO_19,Escocia,UEFA,Jugador 18,Jugador
SCO_20,Escocia,UEFA,Foto de Equipo,Especial
SRB_01,Serbia,UEFA,Escudo Selección,Especial
SRB_02,Serbia,UEFA,Jugador 1,Jugador
SRB_03,Serbia,UEFA,Jugador 2,Jugador
SRB_04,Serbia,UEFA,Jugador 3,Jugador
SRB_05,Serbia,UEFA,Jugador 4,Jugador
SRB_06,Serbia,UEFA,Jugador 5,Jugador
SRB_07,Serbia,UEFA,Jugador 6,Jugador
SRB_08,Serbia,UEFA,Jugador 7,Jugador
SRB_09,Serbia,UEFA,Jugador 8,Jugador
SRB_10,Serbia,UEFA,Jugador 9,Jugador
SRB_11,Serbia,UEFA,Jugador 10,Jugador
SRB_12,Serbia,UEFA,Jugador 11,Jugador
SRB_13,Serbia,UEFA,Jugador 12,Jugador
SRB_14,Serbia,UEFA,Jugador 13,Jugador
SRB_15,Serbia,UEFA,Jugador 14,Jugador
SRB_16,Serbia,UEFA,Jugador 15,Jugador
SRB_17,Serbia,UEFA,Jugador 16,Jugador
SRB_18,Serbia,UEFA,Jugador 17,Jugador
SRB_19,Serbia,UEFA,Jugador 18,Jugador
SRB_20,Serbia,UEFA,Foto de Equipo,Especial
HUN_01,Hungría,UEFA,Escudo Selección,Especial
HUN_02,Hungría,UEFA,Jugador 1,Jugador
HUN_03,Hungría,UEFA,Jugador 2,Jugador
HUN_04,Hungría,UEFA,Jugador 3,Jugador
HUN_05,Hungría,UEFA,Jugador 4,Jugador
HUN_06,Hungría,UEFA,Jugador 5,Jugador
HUN_07,Hungría,UEFA,Jugador 6,Jugador
HUN_08,Hungría,UEFA,Jugador 7,Jugador
HUN_09,Hungría,UEFA,Jugador 8,Jugador
HUN_10,Hungría,UEFA,Jugador 9,Jugador
HUN_11,Hungría,UEFA,Jugador 10,Jugador
HUN_12,Hungría,UEFA,Jugador 11,Jugador
HUN_13,Hungría,UEFA,Jugador 12,Jugador
HUN_14,Hungría,UEFA,Jugador 13,Jugador
HUN_15,Hungría,UEFA,Jugador 14,Jugador
HUN_16,Hungría,UEFA,Jugador 15,Jugador
HUN_17,Hungría,UEFA,Jugador 16,Jugador
HUN_18,Hungría,UEFA,Jugador 17,Jugador
HUN_19,Hungría,UEFA,Jugador 18,Jugador
HUN_20,Hungría,UEFA,Foto de Equipo,Especial
MAR_01,Marruecos,CAF,Escudo Selección,Especial
MAR_02,Marruecos,CAF,Jugador 1,Jugador
MAR_03,Marruecos,CAF,Jugador 2,Jugador
MAR_04,Marruecos,CAF,Jugador 3,Jugador
MAR_05,Marruecos,CAF,Jugador 4,Jugador
MAR_06,Marruecos,CAF,Jugador 5,Jugador
MAR_07,Marruecos,CAF,Jugador 6,Jugador
MAR_08,Marruecos,CAF,Jugador 7,Jugador
MAR_09,Marruecos,CAF,Jugador 8,Jugador
MAR_10,Marruecos,CAF,Jugador 9,Jugador
MAR_11,Marruecos,CAF,Jugador 10,Jugador
MAR_12,Marruecos,CAF,Jugador 11,Jugador
MAR_13,Marruecos,CAF,Jugador 12,Jugador
MAR_14,Marruecos,CAF,Jugador 13,Jugador
MAR_15,Marruecos,CAF,Jugador 14,Jugador
MAR_16,Marruecos,CAF,Jugador 15,Jugador
MAR_17,Marruecos,CAF,Jugador 16,Jugador
MAR_18,Marruecos,CAF,Jugador 17,Jugador
MAR_19,Marruecos,CAF,Jugador 18,Jugador
MAR_20,Marruecos,CAF,Foto de Equipo,Especial
SEN_01,Senegal,CAF,Escudo Selección,Especial
SEN_02,Senegal,CAF,Jugador 1,Jugador
SEN_03,Senegal,CAF,Jugador 2,Jugador
SEN_04,Senegal,CAF,Jugador 3,Jugador
SEN_05,Senegal,CAF,Jugador 4,Jugador
SEN_06,Senegal,CAF,Jugador 5,Jugador
SEN_07,Senegal,CAF,Jugador 6,Jugador
SEN_08,Senegal,CAF,Jugador 7,Jugador
SEN_09,Senegal,CAF,Jugador 8,Jugador
SEN_10,Senegal,CAF,Jugador 9,Jugador
SEN_11,Senegal,CAF,Jugador 10,Jugador
SEN_12,Senegal,CAF,Jugador 11,Jugador
SEN_13,Senegal,CAF,Jugador 12,Jugador
SEN_14,Senegal,CAF,Jugador 13,Jugador
SEN_15,Senegal,CAF,Jugador 14,Jugador
SEN_16,Senegal,CAF,Jugador 15,Jugador
SEN_17,Senegal,CAF,Jugador 16,Jugador
SEN_18,Senegal,CAF,Jugador 17,Jugador
SEN_19,Senegal,CAF,Jugador 18,Jugador
SEN_20,Senegal,CAF,Foto de Equipo,Especial
NGA_01,Nigeria,CAF,Escudo Selección,Especial
NGA_02,Nigeria,CAF,Jugador 1,Jugador
NGA_03,Nigeria,CAF,Jugador 2,Jugador
NGA_04,Nigeria,CAF,Jugador 3,Jugador
NGA_05,Nigeria,CAF,Jugador 4,Jugador
NGA_06,Nigeria,CAF,Jugador 5,Jugador
NGA_07,Nigeria,CAF,Jugador 6,Jugador
NGA_08,Nigeria,CAF,Jugador 7,Jugador
NGA_09,Nigeria,CAF,Jugador 8,Jugador
NGA_10,Nigeria,CAF,Jugador 9,Jugador
NGA_11,Nigeria,CAF,Jugador 10,Jugador
NGA_12,Nigeria,CAF,Jugador 11,Jugador
NGA_13,Nigeria,CAF,Jugador 12,Jugador
NGA_14,Nigeria,CAF,Jugador 13,Jugador
NGA_15,Nigeria,CAF,Jugador 14,Jugador
NGA_16,Nigeria,CAF,Jugador 15,Jugador
NGA_17,Nigeria,CAF,Jugador 16,Jugador
NGA_18,Nigeria,CAF,Jugador 17,Jugador
NGA_19,Nigeria,CAF,Jugador 18,Jugador
NGA_20,Nigeria,CAF,Foto de Equipo,Especial
EGY_01,Egipto,CAF,Escudo Selección,Especial
EGY_02,Egipto,CAF,Jugador 1,Jugador
EGY_03,Egipto,CAF,Jugador 2,Jugador
EGY_04,Egipto,CAF,Jugador 3,Jugador
EGY_05,Egipto,CAF,Jugador 4,Jugador
EGY_06,Egipto,CAF,Jugador 5,Jugador
EGY_07,Egipto,CAF,Jugador 6,Jugador
EGY_08,Egipto,CAF,Jugador 7,Jugador
EGY_09,Egipto,CAF,Jugador 8,Jugador
EGY_10,Egipto,CAF,Jugador 9,Jugador
EGY_11,Egipto,CAF,Jugador 10,Jugador
EGY_12,Egipto,CAF,Jugador 11,Jugador
EGY_13,Egipto,CAF,Jugador 12,Jugador
EGY_14,Egipto,CAF,Jugador 13,Jugador
EGY_15,Egipto,CAF,Jugador 14,Jugador
EGY_16,Egipto,CAF,Jugador 15,Jugador
EGY_17,Egipto,CAF,Jugador 16,Jugador
EGY_18,Egipto,CAF,Jugador 17,Jugador
EGY_19,Egipto,CAF,Jugador 18,Jugador
EGY_20,Egipto,CAF,Foto de Equipo,Especial
CIV_01,Costa de Marfil,CAF,Escudo Selección,Especial
CIV_02,Costa de Marfil,CAF,Jugador 1,Jugador
CIV_03,Costa de Marfil,CAF,Jugador 2,Jugador
CIV_04,Costa de Marfil,CAF,Jugador 3,Jugador
CIV_05,Costa de Marfil,CAF,Jugador 4,Jugador
CIV_06,Costa de Marfil,CAF,Jugador 5,Jugador
CIV_07,Costa de Marfil,CAF,Jugador 6,Jugador
CIV_08,Costa de Marfil,CAF,Jugador 7,Jugador
CIV_09,Costa de Marfil,CAF,Jugador 8,Jugador
CIV_10,Costa de Marfil,CAF,Jugador 9,Jugador
CIV_11,Costa de Marfil,CAF,Jugador 10,Jugador
CIV_12,Costa de Marfil,CAF,Jugador 11,Jugador
CIV_13,Costa de Marfil,CAF,Jugador 12,Jugador
CIV_14,Costa de Marfil,CAF,Jugador 13,Jugador
CIV_15,Costa de Marfil,CAF,Jugador 14,Jugador
CIV_16,Costa de Marfil,CAF,Jugador 15,Jugador
CIV_17,Costa de Marfil,CAF,Jugador 16,Jugador
CIV_18,Costa de Marfil,CAF,Jugador 17,Jugador
CIV_19,Costa de Marfil,CAF,Jugador 18,Jugador
CIV_20,Costa de Marfil,CAF,Foto de Equipo,Especial
TUN_01,Túnez,CAF,Escudo Selección,Especial
TUN_02,Túnez,CAF,Jugador 1,Jugador
TUN_03,Túnez,CAF,Jugador 2,Jugador
TUN_04,Túnez,CAF,Jugador 3,Jugador
TUN_05,Túnez,CAF,Jugador 4,Jugador
TUN_06,Túnez,CAF,Jugador 5,Jugador
TUN_07,Túnez,CAF,Jugador 6,Jugador
TUN_08,Túnez,CAF,Jugador 7,Jugador
TUN_09,Túnez,CAF,Jugador 8,Jugador
TUN_10,Túnez,CAF,Jugador 9,Jugador
TUN_11,Túnez,CAF,Jugador 10,Jugador
TUN_12,Túnez,CAF,Jugador 11,Jugador
TUN_13,Túnez,CAF,Jugador 12,Jugador
TUN_14,Túnez,CAF,Jugador 13,Jugador
TUN_15,Túnez,CAF,Jugador 14,Jugador
TUN_16,Túnez,CAF,Jugador 15,Jugador
TUN_17,Túnez,CAF,Jugador 16,Jugador
TUN_18,Túnez,CAF,Jugador 17,Jugador
TUN_19,Túnez,CAF,Jugador 18,Jugador
TUN_20,Túnez,CAF,Foto de Equipo,Especial
ALG_01,Argelia,CAF,Escudo Selección,Especial
ALG_02,Argelia,CAF,Jugador 1,Jugador
ALG_03,Argelia,CAF,Jugador 2,Jugador
ALG_04,Argelia,CAF,Jugador 3,Jugador
ALG_05,Argelia,CAF,Jugador 4,Jugador
ALG_06,Argelia,CAF,Jugador 5,Jugador
ALG_07,Argelia,CAF,Jugador 6,Jugador
ALG_08,Argelia,CAF,Jugador 7,Jugador
ALG_09,Argelia,CAF,Jugador 8,Jugador
ALG_10,Argelia,CAF,Jugador 9,Jugador
ALG_11,Argelia,CAF,Jugador 10,Jugador
ALG_12,Argelia,CAF,Jugador 11,Jugador
ALG_13,Argelia,CAF,Jugador 12,Jugador
ALG_14,Argelia,CAF,Jugador 13,Jugador
ALG_15,Argelia,CAF,Jugador 14,Jugador
ALG_16,Argelia,CAF,Jugador 15,Jugador
ALG_17,Argelia,CAF,Jugador 16,Jugador
ALG_18,Argelia,CAF,Jugador 17,Jugador
ALG_19,Argelia,CAF,Jugador 18,Jugador
ALG_20,Argelia,CAF,Foto de Equipo,Especial
CMR_01,Camerún,CAF,Escudo Selección,Especial
CMR_02,Camerún,CAF,Jugador 1,Jugador
CMR_03,Camerún,CAF,Jugador 2,Jugador
CMR_04,Camerún,CAF,Jugador 3,Jugador
CMR_05,Camerún,CAF,Jugador 4,Jugador
CMR_06,Camerún,CAF,Jugador 5,Jugador
CMR_07,Camerún,CAF,Jugador 6,Jugador
CMR_08,Camerún,CAF,Jugador 7,Jugador
CMR_09,Camerún,CAF,Jugador 8,Jugador
CMR_10,Camerún,CAF,Jugador 9,Jugador
CMR_11,Camerún,CAF,Jugador 10,Jugador
CMR_12,Camerún,CAF,Jugador 11,Jugador
CMR_13,Camerún,CAF,Jugador 12,Jugador
CMR_14,Camerún,CAF,Jugador 13,Jugador
CMR_15,Camerún,CAF,Jugador 14,Jugador
CMR_16,Camerún,CAF,Jugador 15,Jugador
CMR_17,Camerún,CAF,Jugador 16,Jugador
CMR_18,Camerún,CAF,Jugador 17,Jugador
CMR_19,Camerún,CAF,Jugador 18,Jugador
CMR_20,Camerún,CAF,Foto de Equipo,Especial
MLI_01,Mali,CAF,Escudo Selección,Especial
MLI_02,Mali,CAF,Jugador 1,Jugador
MLI_03,Mali,CAF,Jugador 2,Jugador
MLI_04,Mali,CAF,Jugador 3,Jugador
MLI_05,Mali,CAF,Jugador 4,Jugador
MLI_06,Mali,CAF,Jugador 5,Jugador
MLI_07,Mali,CAF,Jugador 6,Jugador
MLI_08,Mali,CAF,Jugador 7,Jugador
MLI_09,Mali,CAF,Jugador 8,Jugador
MLI_10,Mali,CAF,Jugador 9,Jugador
MLI_11,Mali,CAF,Jugador 10,Jugador
MLI_12,Mali,CAF,Jugador 11,Jugador
MLI_13,Mali,CAF,Jugador 12,Jugador
MLI_14,Mali,CAF,Jugador 13,Jugador
MLI_15,Mali,CAF,Jugador 14,Jugador
MLI_16,Mali,CAF,Jugador 15,Jugador
MLI_17,Mali,CAF,Jugador 16,Jugador
MLI_18,Mali,CAF,Jugador 17,Jugador
MLI_19,Mali,CAF,Jugador 18,Jugador
MLI_20,Mali,CAF,Foto de Equipo,Especial
JPN_01,Japón,AFC,Escudo Selección,Especial
JPN_02,Japón,AFC,Jugador 1,Jugador
JPN_03,Japón,AFC,Jugador 2,Jugador
JPN_04,Japón,AFC,Jugador 3,Jugador
JPN_05,Japón,AFC,Jugador 4,Jugador
JPN_06,Japón,AFC,Jugador 5,Jugador
JPN_07,Japón,AFC,Jugador 6,Jugador
JPN_08,Japón,AFC,Jugador 7,Jugador
JPN_09,Japón,AFC,Jugador 8,Jugador
JPN_10,Japón,AFC,Jugador 9,Jugador
JPN_11,Japón,AFC,Jugador 10,Jugador
JPN_12,Japón,AFC,Jugador 11,Jugador
JPN_13,Japón,AFC,Jugador 12,Jugador
JPN_14,Japón,AFC,Jugador 13,Jugador
JPN_15,Japón,AFC,Jugador 14,Jugador
JPN_16,Japón,AFC,Jugador 15,Jugador
JPN_17,Japón,AFC,Jugador 16,Jugador
JPN_18,Japón,AFC,Jugador 17,Jugador
JPN_19,Japón,AFC,Jugador 18,Jugador
JPN_20,Japón,AFC,Foto de Equipo,Especial
KOR_01,Corea del Sur,AFC,Escudo Selección,Especial
KOR_02,Corea del Sur,AFC,Jugador 1,Jugador
KOR_03,Corea del Sur,AFC,Jugador 2,Jugador
KOR_04,Corea del Sur,AFC,Jugador 3,Jugador
KOR_05,Corea del Sur,AFC,Jugador 4,Jugador
KOR_06,Corea del Sur,AFC,Jugador 5,Jugador
KOR_07,Corea del Sur,AFC,Jugador 6,Jugador
KOR_08,Corea del Sur,AFC,Jugador 7,Jugador
KOR_09,Corea del Sur,AFC,Jugador 8,Jugador
KOR_10,Corea del Sur,AFC,Jugador 9,Jugador
KOR_11,Corea del Sur,AFC,Jugador 10,Jugador
KOR_12,Corea del Sur,AFC,Jugador 11,Jugador
KOR_13,Corea del Sur,AFC,Jugador 12,Jugador
KOR_14,Corea del Sur,AFC,Jugador 13,Jugador
KOR_15,Corea del Sur,AFC,Jugador 14,Jugador
KOR_16,Corea del Sur,AFC,Jugador 15,Jugador
KOR_17,Corea del Sur,AFC,Jugador 16,Jugador
KOR_18,Corea del Sur,AFC,Jugador 17,Jugador
KOR_19,Corea del Sur,AFC,Jugador 18,Jugador
KOR_20,Corea del Sur,AFC,Foto de Equipo,Especial
IRN_01,Irán,AFC,Escudo Selección,Especial
IRN_02,Irán,AFC,Jugador 1,Jugador
IRN_03,Irán,AFC,Jugador 2,Jugador
IRN_04,Irán,AFC,Jugador 3,Jugador
IRN_05,Irán,AFC,Jugador 4,Jugador
IRN_06,Irán,AFC,Jugador 5,Jugador
IRN_07,Irán,AFC,Jugador 6,Jugador
IRN_08,Irán,AFC,Jugador 7,Jugador
IRN_09,Irán,AFC,Jugador 8,Jugador
IRN_10,Irán,AFC,Jugador 9,Jugador
IRN_11,Irán,AFC,Jugador 10,Jugador
IRN_12,Irán,AFC,Jugador 11,Jugador
IRN_13,Irán,AFC,Jugador 12,Jugador
IRN_14,Irán,AFC,Jugador 13,Jugador
IRN_15,Irán,AFC,Jugador 14,Jugador
IRN_16,Irán,AFC,Jugador 15,Jugador
IRN_17,Irán,AFC,Jugador 16,Jugador
IRN_18,Irán,AFC,Jugador 17,Jugador
IRN_19,Irán,AFC,Jugador 18,Jugador
IRN_20,Irán,AFC,Foto de Equipo,Especial
AUS_01,Australia,AFC,Escudo Selección,Especial
AUS_02,Australia,AFC,Jugador 1,Jugador
AUS_03,Australia,AFC,Jugador 2,Jugador
AUS_04,Australia,AFC,Jugador 3,Jugador
AUS_05,Australia,AFC,Jugador 4,Jugador
AUS_06,Australia,AFC,Jugador 5,Jugador
AUS_07,Australia,AFC,Jugador 6,Jugador
AUS_08,Australia,AFC,Jugador 7,Jugador
AUS_09,Australia,AFC,Jugador 8,Jugador
AUS_10,Australia,AFC,Jugador 9,Jugador
AUS_11,Australia,AFC,Jugador 10,Jugador
AUS_12,Australia,AFC,Jugador 11,Jugador
AUS_13,Australia,AFC,Jugador 12,Jugador
AUS_14,Australia,AFC,Jugador 13,Jugador
AUS_15,Australia,AFC,Jugador 14,Jugador
AUS_16,Australia,AFC,Jugador 15,Jugador
AUS_17,Australia,AFC,Jugador 16,Jugador
AUS_18,Australia,AFC,Jugador 17,Jugador
AUS_19,Australia,AFC,Jugador 18,Jugador
AUS_20,Australia,AFC,Foto de Equipo,Especial
KSA_01,Arabia Saudita,AFC,Escudo Selección,Especial
KSA_02,Arabia Saudita,AFC,Jugador 1,Jugador
KSA_03,Arabia Saudita,AFC,Jugador 2,Jugador
KSA_04,Arabia Saudita,AFC,Jugador 3,Jugador
KSA_05,Arabia Saudita,AFC,Jugador 4,Jugador
KSA_06,Arabia Saudita,AFC,Jugador 5,Jugador
KSA_07,Arabia Saudita,AFC,Jugador 6,Jugador
KSA_08,Arabia Saudita,AFC,Jugador 7,Jugador
KSA_09,Arabia Saudita,AFC,Jugador 8,Jugador
KSA_10,Arabia Saudita,AFC,Jugador 9,Jugador
KSA_11,Arabia Saudita,AFC,Jugador 10,Jugador
KSA_12,Arabia Saudita,AFC,Jugador 11,Jugador
KSA_13,Arabia Saudita,AFC,Jugador 12,Jugador
KSA_14,Arabia Saudita,AFC,Jugador 13,Jugador
KSA_15,Arabia Saudita,AFC,Jugador 14,Jugador
KSA_16,Arabia Saudita,AFC,Jugador 15,Jugador
KSA_17,Arabia Saudita,AFC,Jugador 16,Jugador
KSA_18,Arabia Saudita,AFC,Jugador 17,Jugador
KSA_19,Arabia Saudita,AFC,Jugador 18,Jugador
KSA_20,Arabia Saudita,AFC,Foto de Equipo,Especial
QAT_01,Qatar,AFC,Escudo Selección,Especial
QAT_02,Qatar,AFC,Jugador 1,Jugador
QAT_03,Qatar,AFC,Jugador 2,Jugador
QAT_04,Qatar,AFC,Jugador 3,Jugador
QAT_05,Qatar,AFC,Jugador 4,Jugador
QAT_06,Qatar,AFC,Jugador 5,Jugador
QAT_07,Qatar,AFC,Jugador 6,Jugador
QAT_08,Qatar,AFC,Jugador 7,Jugador
QAT_09,Qatar,AFC,Jugador 8,Jugador
QAT_10,Qatar,AFC,Jugador 9,Jugador
QAT_11,Qatar,AFC,Jugador 10,Jugador
QAT_12,Qatar,AFC,Jugador 11,Jugador
QAT_13,Qatar,AFC,Jugador 12,Jugador
QAT_14,Qatar,AFC,Jugador 13,Jugador
QAT_15,Qatar,AFC,Jugador 14,Jugador
QAT_16,Qatar,AFC,Jugador 15,Jugador
QAT_17,Qatar,AFC,Jugador 16,Jugador
QAT_18,Qatar,AFC,Jugador 17,Jugador
QAT_19,Qatar,AFC,Jugador 18,Jugador
QAT_20,Qatar,AFC,Foto de Equipo,Especial
IRQ_01,Irak,AFC,Escudo Selección,Especial
IRQ_02,Irak,AFC,Jugador 1,Jugador
IRQ_03,Irak,AFC,Jugador 2,Jugador
IRQ_04,Irak,AFC,Jugador 3,Jugador
IRQ_05,Irak,AFC,Jugador 4,Jugador
IRQ_06,Irak,AFC,Jugador 5,Jugador
IRQ_07,Irak,AFC,Jugador 6,Jugador
IRQ_08,Irak,AFC,Jugador 7,Jugador
IRQ_09,Irak,AFC,Jugador 8,Jugador
IRQ_10,Irak,AFC,Jugador 9,Jugador
IRQ_11,Irak,AFC,Jugador 10,Jugador
IRQ_12,Irak,AFC,Jugador 11,Jugador
IRQ_13,Irak,AFC,Jugador 12,Jugador
IRQ_14,Irak,AFC,Jugador 13,Jugador
IRQ_15,Irak,AFC,Jugador 14,Jugador
IRQ_16,Irak,AFC,Jugador 15,Jugador
IRQ_17,Irak,AFC,Jugador 16,Jugador
IRQ_18,Irak,AFC,Jugador 17,Jugador
IRQ_19,Irak,AFC,Jugador 18,Jugador
IRQ_20,Irak,AFC,Foto de Equipo,Especial
UZB_01,Uzbekistán,AFC,Escudo Selección,Especial
UZB_02,Uzbekistán,AFC,Jugador 1,Jugador
UZB_03,Uzbekistán,AFC,Jugador 2,Jugador
UZB_04,Uzbekistán,AFC,Jugador 3,Jugador
UZB_05,Uzbekistán,AFC,Jugador 4,Jugador
UZB_06,Uzbekistán,AFC,Jugador 5,Jugador
UZB_07,Uzbekistán,AFC,Jugador 6,Jugador
UZB_08,Uzbekistán,AFC,Jugador 7,Jugador
UZB_09,Uzbekistán,AFC,Jugador 8,Jugador
UZB_10,Uzbekistán,AFC,Jugador 9,Jugador
UZB_11,Uzbekistán,AFC,Jugador 10,Jugador
UZB_12,Uzbekistán,AFC,Jugador 11,Jugador
UZB_13,Uzbekistán,AFC,Jugador 12,Jugador
UZB_14,Uzbekistán,AFC,Jugador 13,Jugador
UZB_15,Uzbekistán,AFC,Jugador 14,Jugador
UZB_16,Uzbekistán,AFC,Jugador 15,Jugador
UZB_17,Uzbekistán,AFC,Jugador 16,Jugador
UZB_18,Uzbekistán,AFC,Jugador 17,Jugador
UZB_19,Uzbekistán,AFC,Jugador 18,Jugador
UZB_20,Uzbekistán,AFC,Foto de Equipo,Especial
NZL_01,Nueva Zelanda,OFC,Escudo Selección,Especial
NZL_02,Nueva Zelanda,OFC,Jugador 1,Jugador
NZL_03,Nueva Zelanda,OFC,Jugador 2,Jugador
NZL_04,Nueva Zelanda,OFC,Jugador 3,Jugador
NZL_05,Nueva Zelanda,OFC,Jugador 4,Jugador
NZL_06,Nueva Zelanda,OFC,Jugador 5,Jugador
NZL_07,Nueva Zelanda,OFC,Jugador 6,Jugador
NZL_08,Nueva Zelanda,OFC,Jugador 7,Jugador
NZL_09,Nueva Zelanda,OFC,Jugador 8,Jugador
NZL_10,Nueva Zelanda,OFC,Jugador 9,Jugador
NZL_11,Nueva Zelanda,OFC,Jugador 10,Jugador
NZL_12,Nueva Zelanda,OFC,Jugador 11,Jugador
NZL_13,Nueva Zelanda,OFC,Jugador 12,Jugador
NZL_14,Nueva Zelanda,OFC,Jugador 13,Jugador
NZL_15,Nueva Zelanda,OFC,Jugador 14,Jugador
NZL_16,Nueva Zelanda,OFC,Jugador 15,Jugador
NZL_17,Nueva Zelanda,OFC,Jugador 16,Jugador
NZL_18,Nueva Zelanda,OFC,Jugador 17,Jugador
NZL_19,Nueva Zelanda,OFC,Jugador 18,Jugador
NZL_20,Nueva Zelanda,OFC,Foto de Equipo,Especial
FIJ_01,Fiyi,OFC,Escudo Selección,Especial
FIJ_02,Fiyi,OFC,Jugador 1,Jugador
FIJ_03,Fiyi,OFC,Jugador 2,Jugador
FIJ_04,Fiyi,OFC,Jugador 3,Jugador
FIJ_05,Fiyi,OFC,Jugador 4,Jugador
